district,date,month,visitors,year
Yadadri Bhongir,2019-03-01 00:00:00,March,0,2019
Yadadri Bhongir,2016-05-01 00:00:00,May,0,2016
Yadadri Bhongir,2017-05-01 00:00:00,May,0,2017
Yadadri Bhongir,2018-05-01 00:00:00,May,0,2018
Yadadri Bhongir,2019-05-01 00:00:00,May,0,2019
Yadadri Bhongir,2016-11-01 00:00:00,November,0,2016
Yadadri Bhongir,2017-11-01 00:00:00,November,0,2017
Yadadri Bhongir,2018-11-01 00:00:00,November,0,2018
Yadadri Bhongir,2019-11-01 00:00:00,November,0,2019
Yadadri Bhongir,2016-10-01 00:00:00,October,0,2016
Yadadri Bhongir,2017-10-01 00:00:00,October,0,2017
Yadadri Bhongir,2018-10-01 00:00:00,October,0,2018
Yadadri Bhongir,2019-10-01 00:00:00,October,0,2019
Yadadri Bhongir,2016-09-01 00:00:00,September,0,2016
Yadadri Bhongir,2017-09-01 00:00:00,September,0,2017
Yadadri Bhongir,2018-09-01 00:00:00,September,0,2018
Yadadri Bhongir,2019-09-01 00:00:00,September,0,2019
