district,date,month,visitors,year
Mahbubnagar,2017-08-01,August,215229,2017
Mahbubnagar,2016-08-01,August,1133105,2016
Mahbubnagar,2019-12-01,December,148938,2019
Mahbubnagar,2018-12-01,December,198227,2018
Mahbubnagar,2016-12-01,December,210202,2016
Mahbubnagar,2017-12-01,December,426167,2017
Mahbubnagar,2018-02-01,February,788083,2018
Mahbubnagar,2019-02-01,February,798949,2019
Mahbubnagar,2017-02-01,February,805392,2017
Mahbubnagar,2016-02-01,February,1312068,2016
Mahbubnagar,2018-01-01,January,156153,2018
Mahbubnagar,2019-01-01,January,168082,2019
Mahbubnagar,2017-01-01,January,446135,2017
Mahbubnagar,2016-01-01,January,577071,2016
Mahbubnagar,2019-07-01,July,100398,2019
Mahbubnagar,2018-07-01,July,161841,2018
Mahbubnagar,2017-07-01,July,179099,2017
Mahbubnagar,2016-07-01,July,562322,2016
Mahbubnagar,2018-06-01,June,165553,2018
Mahbubnagar,2019-06-01,June,175853,2019
Mahbubnagar,2017-06-01,June,179210,2017
Mahbubnagar,2016-06-01,June,561006,2016
Mahbubnagar,2018-03-01,March,166863,2018
Mahbubnagar,2019-03-01,March,173658,2019
Mahbubnagar,2017-03-01,March,178256,2017
Mahbubnagar,2016-03-01,March,1731983,2016
Mahbubnagar,2019-05-01,May,175202,2019
Mahbubnagar,2018-05-01,May,193478,2018
Mahbubnagar,2017-05-01,May,214209,2017
Mahbubnagar,2016-05-01,May,571898,2016
Mahbubnagar,2019-11-01,November,234066,2019
Mahbubnagar,2016-11-01,November,256375,2016
Mahbubnagar,2017-11-01,November,259060,2017
Mahbubnagar,2018-11-01,November,295910,2018
Mahbubnagar,2019-10-01,October,130227,2019
Mahbubnagar,2018-10-01,October,193152,2018
Mahbubnagar,2017-10-01,October,196103,2017
Mahbubnagar,2016-10-01,October,198592,2016
Mahbubnagar,2019-09-01,September,141387,2019
Mahbubnagar,2018-09-01,September,167833,2018
Mahbubnagar,2017-09-01,September,180675,2017
Mahbubnagar,2016-09-01,September,567712,2016
Mancherial,2016-04-01,April,0,2016
Mancherial,2017-04-01,April,1513,2017
Mancherial,2019-04-01,April,23026,2019
Mancherial,2018-04-01,April,38483,2018
Mancherial,2016-08-01,August,0,2016
Mancherial,2019-08-01,August,21191,2019
Mancherial,2017-08-01,August,26104,2017
Mancherial,2018-08-01,August,31861,2018
Mancherial,2016-12-01,December,2423,2016
Mancherial,2019-12-01,December,16835,2019
Mancherial,2017-12-01,December,30328,2017
Mancherial,2018-12-01,December,31496,2018
Mancherial,2016-02-01,February,0,2016
Mancherial,2017-02-01,February,3130,2017
Mancherial,2019-02-01,February,26325,2019
Mancherial,2018-02-01,February,38599,2018
Mancherial,2016-01-01,January,0,2016
Mancherial,2017-01-01,January,2937,2017
Mancherial,2019-01-01,January,18420,2019
Mancherial,2018-01-01,January,71955,2018
Mancherial,2016-07-01,July,0,2016
Mancherial,2019-07-01,July,22303,2019
Mancherial,2018-07-01,July,27937,2018
Mancherial,2017-07-01,July,33591,2017
Mancherial,2016-06-01,June,0,2016
Mancherial,2017-06-01,June,2119,2017
Mancherial,2019-06-01,June,24593,2019
Mancherial,2018-06-01,June,31667,2018
Mancherial,2016-03-01,March,0,2016
Mancherial,2017-03-01,March,2775,2017
Mancherial,2019-03-01,March,16253,2019
Mancherial,2018-03-01,March,20749,2018
Mancherial,2016-05-01,May,0,2016
Mancherial,2017-05-01,May,1424,2017
Mancherial,2018-05-01,May,26179,2018
Mancherial,2019-05-01,May,26616,2019
Mancherial,2016-11-01,November,2255,2016
Mancherial,2018-11-01,November,25197,2018
Mancherial,2017-11-01,November,25737,2017
Mancherial,2019-11-01,November,29302,2019
Mancherial,2016-10-01,October,3124,2016
Mancherial,2019-10-01,October,20867,2019
Mancherial,2018-10-01,October,30740,2018
Mancherial,2017-10-01,October,37671,2017
Mancherial,2016-09-01,September,0,2016
Mancherial,2018-09-01,September,23141,2018
Mancherial,2019-09-01,September,24079,2019
Mancherial,2017-09-01,September,24297,2017
Medak,2018-04-01,April,200000,2018
Medak,2016-04-01,April,300000,2016
Medak,2017-04-01,April,554864,2017
Medak,2019-04-01,April,650000,2019
Medak,2018-08-01,August,50000,2018
Medak,2016-08-01,August,216100,2016
Medak,2019-08-01,August,349900,2019
Medak,2017-08-01,August,632830,2017
Medak,2019-12-01,December,350710,2019
Medak,2018-12-01,December,400000,2018
Medak,2016-12-01,December,523000,2016
Medak,2017-12-01,December,926526,2017
Medak,2016-02-01,February,215000,2016
Medak,2017-02-01,February,543321,2017
Medak,2019-02-01,February,600000,2019
Medak,2018-02-01,February,1000000,2018
Medak,2016-01-01,January,92600,2016
Medak,2018-01-01,January,100000,2018
Medak,2019-01-01,January,400000,2019
Medak,2017-01-01,January,523000,2017
Medak,2018-07-01,July,150000,2018
Medak,2016-07-01,July,153300,2016
Medak,2019-07-01,July,350000,2019
Medak,2017-07-01,July,575300,2017
Medak,2016-06-01,June,166700,2016
Medak,2019-06-01,June,300000,2019
Medak,2018-06-01,June,500000,2018
Medak,2017-06-01,June,561469,2017
Medak,2017-03-01,March,548535,2017
Medak,2018-03-01,March,600000,2018
Medak,2019-03-01,March,1000000,2019
Medak,2016-03-01,March,1318000,2016
Medak,2016-05-01,May,198000,2016
Medak,2018-05-01,May,300000,2018
Medak,2019-05-01,May,400000,2019
Medak,2017-05-01,May,556891,2017
Medak,2016-11-01,November,132300,2016
Medak,2018-11-01,November,200000,2018
Medak,2019-11-01,November,351560,2019
Medak,2017-11-01,November,842296,2017
Medak,2016-10-01,October,15600,2016
Medak,2018-10-01,October,300000,2018
Medak,2019-10-01,October,350000,2019
Medak,2017-10-01,October,765724,2017
Medak,2018-09-01,September,100000,2018
Medak,2016-09-01,September,132600,2016
Medak,2019-09-01,September,350400,2019
Medak,2017-09-01,September,696113,2017
Medchal,2016-04-01,April,0,2016
Medchal,2017-04-01,April,0,2017
Medchal,2018-04-01,April,0,2018
Medchal,2019-04-01,April,0,2019
Medchal,2016-08-01,August,0,2016
Medchal,2017-08-01,August,0,2017
Medchal,2018-08-01,August,0,2018
Medchal,2019-08-01,August,0,2019
Medchal,2016-12-01,December,0,2016
Medchal,2017-12-01,December,0,2017
Medchal,2018-12-01,December,0,2018
Medchal,2019-12-01,December,0,2019
Medchal,2016-02-01,February,0,2016
Medchal,2017-02-01,February,0,2017
Medchal,2018-02-01,February,0,2018
Medchal,2019-02-01,February,0,2019
Medchal,2016-01-01,January,0,2016
Medchal,2017-01-01,January,0,2017
Medchal,2018-01-01,January,0,2018
Medchal,2019-01-01,January,0,2019
Medchal,2016-07-01,July,0,2016
Medchal,2017-07-01,July,0,2017
Medchal,2018-07-01,July,0,2018
Medchal,2019-07-01,July,0,2019
Medchal,2016-06-01,June,0,2016
Medchal,2017-06-01,June,0,2017
Medchal,2018-06-01,June,0,2018
Medchal,2019-06-01,June,0,2019
Medchal,2016-03-01,March,0,2016
Medchal,2017-03-01,March,0,2017
Medchal,2018-03-01,March,0,2018
Medchal,2019-03-01,March,0,2019
Medchal,2016-05-01,May,0,2016
Medchal,2017-05-01,May,0,2017
Medchal,2018-05-01,May,0,2018
Medchal,2019-05-01,May,0,2019
Medchal,2016-11-01,November,0,2016
Medchal,2017-11-01,November,0,2017
Medchal,2018-11-01,November,0,2018
Medchal,2019-11-01,November,0,2019
Medchal,2016-10-01,October,0,2016
Medchal,2017-10-01,October,0,2017
Medchal,2018-10-01,October,0,2018
Medchal,2019-10-01,October,0,2019
Medchal,2016-09-01,September,0,2016
Medchal,2017-09-01,September,0,2017
Medchal,2018-09-01,September,0,2018
Medchal,2019-09-01,September,0,2019
Mulugu,2019-04-01,April,152570,2019
Mulugu,2019-08-01,August,171050,2019
Mulugu,2019-12-01,December,175100,2019
Mulugu,2019-02-01,February,159640,2019
Mulugu,2019-01-01,January,0,2019
Mulugu,2019-07-01,July,167700,2019
Mulugu,2019-06-01,June,163480,2019
Mulugu,2019-03-01,March,156610,2019
Mulugu,2019-05-01,May,154550,2019
Mulugu,2019-11-01,November,173700,2019
Mulugu,2019-10-01,October,172500,2019
Mulugu,2019-09-01,September,172900,2019
Nagarkurnool,2016-04-01,April,0,2016
Nagarkurnool,2019-04-01,April,121460,2019
Nagarkurnool,2018-04-01,April,174592,2018
Nagarkurnool,2017-04-01,April,183697,2017
Nagarkurnool,2016-08-01,August,0,2016
Nagarkurnool,2018-08-01,August,118010,2018
Nagarkurnool,2019-08-01,August,118010,2019
Nagarkurnool,2017-08-01,August,181861,2017
Nagarkurnool,2016-12-01,December,198637,2016
Nagarkurnool,2018-12-01,December,198637,2018
Nagarkurnool,2019-12-01,December,198637,2019
Nagarkurnool,2017-12-01,December,382879,2017
Nagarkurnool,2016-02-01,February,0,2016
Nagarkurnool,2017-02-01,February,286258,2017
Nagarkurnool,2018-02-01,February,286258,2018
Nagarkurnool,2019-02-01,February,286258,2019
Nagarkurnool,2016-01-01,January,0,2016
Nagarkurnool,2018-01-01,January,228812,2018
Nagarkurnool,2019-01-01,January,228812,2019
Nagarkurnool,2017-01-01,January,382879,2017
Nagarkurnool,2016-07-01,July,0,2016
Nagarkurnool,2018-07-01,July,93450,2018
Nagarkurnool,2019-07-01,July,93450,2019
Nagarkurnool,2017-07-01,July,180010,2017
Nagarkurnool,2016-06-01,June,0,2016
Nagarkurnool,2017-06-01,June,180010,2017
Nagarkurnool,2018-06-01,June,180010,2018
Nagarkurnool,2019-06-01,June,184508,2019
Nagarkurnool,2016-03-01,March,0,2016
Nagarkurnool,2017-03-01,March,184508,2017
Nagarkurnool,2018-03-01,March,184508,2018
Nagarkurnool,2019-03-01,March,184508,2019
Nagarkurnool,2016-05-01,May,0,2016
Nagarkurnool,2017-05-01,May,183697,2017
Nagarkurnool,2018-05-01,May,183697,2018
Nagarkurnool,2019-05-01,May,184372,2019
Nagarkurnool,2019-11-01,November,121425,2019
Nagarkurnool,2018-11-01,November,121452,2018
Nagarkurnool,2016-11-01,November,188786,2016
Nagarkurnool,2017-11-01,November,188786,2017
Nagarkurnool,2019-10-01,October,196160,2019
Nagarkurnool,2016-10-01,October,201050,2016
Nagarkurnool,2017-10-01,October,201050,2017
Nagarkurnool,2018-10-01,October,201050,2018
Nagarkurnool,2016-09-01,September,0,2016
Nagarkurnool,2017-09-01,September,118010,2017
Nagarkurnool,2018-09-01,September,118449,2018
Nagarkurnool,2019-09-01,September,175712,2019
Nalgonda,2019-04-01,April,7202,2019
Nalgonda,2018-04-01,April,9779,2018
Nalgonda,2017-04-01,April,44295,2017
Nalgonda,2016-04-01,April,601253,2016
Nalgonda,2019-08-01,August,7473,2019
Nalgonda,2017-08-01,August,9363,2017
Nalgonda,2018-08-01,August,10135,2018
Nalgonda,2016-08-01,August,988102,2016
Nalgonda,2018-12-01,December,6777,2018
Nalgonda,2019-12-01,December,13419,2019
Nalgonda,2016-12-01,December,13775,2016
Nalgonda,2017-12-01,December,25897,2017
Nalgonda,2017-02-01,February,8652,2017
Nalgonda,2018-02-01,February,9971,2018
Nalgonda,2019-02-01,February,13697,2019
Nalgonda,2016-02-01,February,539467,2016
Nalgonda,2017-01-01,January,4447,2017
Nalgonda,2019-01-01,January,21284,2019
Nalgonda,2018-01-01,January,36205,2018
Nalgonda,2016-01-01,January,566515,2016
Nalgonda,2018-07-01,July,9668,2018
Nalgonda,2019-07-01,July,19783,2019
Nalgonda,2017-07-01,July,21361,2017
Nalgonda,2016-07-01,July,582820,2016
Nalgonda,2019-06-01,June,5558,2019
Nalgonda,2018-06-01,June,9066,2018
Nalgonda,2017-06-01,June,37879,2017
Nalgonda,2016-06-01,June,551239,2016
Nalgonda,2017-03-01,March,8054,2017
Nalgonda,2019-03-01,March,8467,2019
Nalgonda,2018-03-01,March,9677,2018
Nalgonda,2016-03-01,March,619462,2016
Nalgonda,2018-05-01,May,10241,2018
Nalgonda,2017-05-01,May,10750,2017
Nalgonda,2019-05-01,May,26338,2019
Nalgonda,2016-05-01,May,628872,2016
Nalgonda,2018-11-01,November,5422,2018
Nalgonda,2019-11-01,November,7177,2019
Nalgonda,2017-11-01,November,17687,2017
Nalgonda,2016-11-01,November,21046,2016
Nalgonda,2016-10-01,October,3508,2016
Nalgonda,2019-10-01,October,5290,2019
Nalgonda,2018-10-01,October,22332,2018
Nalgonda,2017-10-01,October,36066,2017
Nalgonda,2019-09-01,September,5230,2019
Nalgonda,2017-09-01,September,17465,2017
Nalgonda,2018-09-01,September,21365,2018
Nalgonda,2016-09-01,September,742402,2016
Narayanapet,2019-04-01,April,0,2019
Narayanapet,2019-08-01,August,72249,2019
Narayanapet,2019-12-01,December,64355,2019
Narayanapet,2019-02-01,February,0,2019
Narayanapet,2019-01-01,January,0,2019
Narayanapet,2019-07-01,July,68842,2019
Narayanapet,2019-06-01,June,0,2019
Narayanapet,2019-03-01,March,0,2019
Narayanapet,2019-05-01,May,0,2019
Narayanapet,2019-11-01,November,62750,2019
Narayanapet,2019-10-01,October,58213,2019
Narayanapet,2019-09-01,September,62841,2019
Nirmal,2016-04-01,April,0,2016
Nirmal,2017-04-01,April,274132,2017
Nirmal,2019-04-01,April,327971,2019
Nirmal,2018-04-01,April,368645,2018
Nirmal,2016-08-01,August,0,2016
Nirmal,2018-08-01,August,313910,2018
Nirmal,2019-08-01,August,334646,2019
Nirmal,2017-08-01,August,340430,2017
Nirmal,2016-12-01,December,239267,2016
Nirmal,2019-12-01,December,296050,2019
Nirmal,2017-12-01,December,340585,2017
Nirmal,2018-12-01,December,361461,2018
Nirmal,2016-02-01,February,0,2016
Nirmal,2018-02-01,February,335447,2018
Nirmal,2017-02-01,February,415326,2017
Nirmal,2019-02-01,February,443898,2019
Nirmal,2016-01-01,January,0,2016
Nirmal,2019-01-01,January,313675,2019
Nirmal,2017-01-01,January,340311,2017
Nirmal,2018-01-01,January,480241,2018
Nirmal,2016-07-01,July,0,2016
Nirmal,2017-07-01,July,328101,2017
Nirmal,2018-07-01,July,335356,2018
Nirmal,2019-07-01,July,359495,2019
Nirmal,2016-06-01,June,0,2016
Nirmal,2017-06-01,June,340359,2017
Nirmal,2019-06-01,June,349747,2019
Nirmal,2018-06-01,June,355197,2018
Nirmal,2016-03-01,March,0,2016
Nirmal,2018-03-01,March,328099,2018
Nirmal,2019-03-01,March,424964,2019
Nirmal,2017-03-01,March,442057,2017
Nirmal,2016-05-01,May,0,2016
Nirmal,2019-05-01,May,149705,2019
Nirmal,2017-05-01,May,297233,2017
Nirmal,2018-05-01,May,342650,2018
Nirmal,2016-11-01,November,201388,2016
Nirmal,2019-11-01,November,253388,2019
Nirmal,2018-11-01,November,289169,2018
Nirmal,2017-11-01,November,369365,2017
Nirmal,2019-10-01,October,263412,2019
Nirmal,2018-10-01,October,373291,2018
Nirmal,2017-10-01,October,388644,2017
Nirmal,2016-10-01,October,475955,2016
Nirmal,2016-09-01,September,0,2016
Nirmal,2018-09-01,September,293859,2018
Nirmal,2019-09-01,September,299827,2019
Nirmal,2017-09-01,September,528540,2017
Nizamabad,2016-04-01,April,476,2016
Nizamabad,2019-04-01,April,958,2019
Nizamabad,2017-04-01,April,1048,2017
Nizamabad,2018-04-01,April,3550,2018
Nizamabad,2016-08-01,August,589,2016
Nizamabad,2019-08-01,August,1004,2019
Nizamabad,2017-08-01,August,1583,2017
Nizamabad,2018-08-01,August,10525,2018
Nizamabad,2016-12-01,December,355,2016
Nizamabad,2018-12-01,December,355,2018
Nizamabad,2017-12-01,December,1787,2017
Nizamabad,2019-12-01,December,11400,2019
Nizamabad,2016-02-01,February,869,2016
Nizamabad,2019-02-01,February,915,2019
Nizamabad,2017-02-01,February,1752,2017
Nizamabad,2018-02-01,February,7152,2018
Nizamabad,2016-01-01,January,576,2016
Nizamabad,2017-01-01,January,613,2017
Nizamabad,2019-01-01,January,878,2019
Nizamabad,2018-01-01,January,2495,2018
Nizamabad,2016-07-01,July,644,2016
Nizamabad,2019-07-01,July,990,2019
Nizamabad,2017-07-01,July,1520,2017
Nizamabad,2018-07-01,July,5882,2018
Nizamabad,2016-06-01,June,367,2016
Nizamabad,2019-06-01,June,686,2019
Nizamabad,2018-06-01,June,1761,2018
Nizamabad,2017-06-01,June,2391,2017
Nizamabad,2016-03-01,March,408,2016
Nizamabad,2017-03-01,March,660,2017
Nizamabad,2019-03-01,March,938,2019
Nizamabad,2018-03-01,March,2903,2018
Nizamabad,2016-05-01,May,554,2016
Nizamabad,2019-05-01,May,1193,2019
Nizamabad,2017-05-01,May,1341,2017
Nizamabad,2018-05-01,May,5360,2018
Nizamabad,2018-11-01,November,475,2018
Nizamabad,2016-11-01,November,617,2016
Nizamabad,2017-11-01,November,1677,2017
Nizamabad,2019-11-01,November,11950,2019
Nizamabad,2016-10-01,October,434,2016
Nizamabad,2018-10-01,October,490,2018
Nizamabad,2017-10-01,October,6644,2017
Nizamabad,2019-10-01,October,8849,2019
Nizamabad,2018-09-01,September,475,2018
Nizamabad,2016-09-01,September,553,2016
Nizamabad,2017-09-01,September,933,2017
Nizamabad,2019-09-01,September,6572,2019
Peddapalli,2016-04-01,April,0,2016
Peddapalli,2017-04-01,April,750,2017
Peddapalli,2019-04-01,April,942,2019
Peddapalli,2018-04-01,April,1940,2018
Peddapalli,2016-08-01,August,0,2016
Peddapalli,2017-08-01,August,1385,2017
Peddapalli,2019-08-01,August,1505,2019
Peddapalli,2018-08-01,August,1595,2018
Peddapalli,2016-12-01,December,1149,2016
Peddapalli,2018-12-01,December,1695,2018
Peddapalli,2017-12-01,December,1765,2017
Peddapalli,2019-12-01,December,2315,2019
Peddapalli,2016-02-01,February,0,2016
Peddapalli,2019-02-01,February,1157,2019
Peddapalli,2017-02-01,February,1378,2017
Peddapalli,2018-02-01,February,2695,2018
Peddapalli,2016-01-01,January,0,2016
Peddapalli,2019-01-01,January,1055,2019
Peddapalli,2017-01-01,January,1345,2017
Peddapalli,2018-01-01,January,2670,2018
Peddapalli,2016-07-01,July,0,2016
Peddapalli,2019-07-01,July,1085,2019
Peddapalli,2017-07-01,July,1095,2017
Peddapalli,2018-07-01,July,1580,2018
Peddapalli,2016-06-01,June,0,2016
Peddapalli,2019-06-01,June,735,2019
Peddapalli,2017-06-01,June,885,2017
Peddapalli,2018-06-01,June,1580,2018
Peddapalli,2016-03-01,March,0,2016
Peddapalli,2019-03-01,March,895,2019
Peddapalli,2017-03-01,March,965,2017
Peddapalli,2018-03-01,March,2325,2018
Peddapalli,2016-05-01,May,0,2016
Peddapalli,2017-05-01,May,640,2017
Peddapalli,2019-05-01,May,802,2019
Peddapalli,2018-05-01,May,1499,2018
Peddapalli,2016-11-01,November,1145,2016
Peddapalli,2018-11-01,November,1655,2018
Peddapalli,2017-11-01,November,1940,2017
Peddapalli,2019-11-01,November,2225,2019
Peddapalli,2016-10-01,October,950,2016
Peddapalli,2018-10-01,October,1545,2018
Peddapalli,2017-10-01,October,1595,2017
Peddapalli,2019-10-01,October,2080,2019
Peddapalli,2016-09-01,September,0,2016
Peddapalli,2017-09-01,September,1155,2017
Peddapalli,2018-09-01,September,1475,2018
Peddapalli,2019-09-01,September,1785,2019
Rajanna Sircilla,2016-04-01,April,0,2016
Rajanna Sircilla,2018-04-01,April,833874,2018
Rajanna Sircilla,2017-04-01,April,1146782,2017
Rajanna Sircilla,2019-04-01,April,1148062,2019
Rajanna Sircilla,2016-08-01,August,0,2016
Rajanna Sircilla,2018-08-01,August,320952,2018
Rajanna Sircilla,2019-08-01,August,586118,2019
Rajanna Sircilla,2017-08-01,August,1004410,2017
Rajanna Sircilla,2016-12-01,December,778240,2016
Rajanna Sircilla,2018-12-01,December,950128,2018
Rajanna Sircilla,2019-12-01,December,1472801,2019
Rajanna Sircilla,2017-12-01,December,1649362,2017
Rajanna Sircilla,2016-02-01,February,0,2016
Rajanna Sircilla,2019-02-01,February,1015550,2019
Rajanna Sircilla,2018-02-01,February,1021787,2018
Rajanna Sircilla,2017-02-01,February,1255569,2017
Rajanna Sircilla,2016-01-01,January,0,2016
Rajanna Sircilla,2017-01-01,January,615842,2017
Rajanna Sircilla,2018-01-01,January,2238074,2018
Rajanna Sircilla,2019-01-01,January,6188298,2019
Rajanna Sircilla,2016-07-01,July,0,2016
Rajanna Sircilla,2019-07-01,July,422961,2019
Rajanna Sircilla,2017-07-01,July,462022,2017
Rajanna Sircilla,2018-07-01,July,937720,2018
Rajanna Sircilla,2016-06-01,June,0,2016
Rajanna Sircilla,2018-06-01,June,320886,2018
Rajanna Sircilla,2017-06-01,June,1113882,2017
Rajanna Sircilla,2019-06-01,June,1128849,2019
Rajanna Sircilla,2016-03-01,March,0,2016
Rajanna Sircilla,2018-03-01,March,1022669,2018
Rajanna Sircilla,2017-03-01,March,1030441,2017
Rajanna Sircilla,2019-03-01,March,1444971,2019
Rajanna Sircilla,2016-05-01,May,0,2016
Rajanna Sircilla,2019-05-01,May,1018131,2019
Rajanna Sircilla,2018-05-01,May,1021952,2018
Rajanna Sircilla,2017-05-01,May,1117228,2017
Rajanna Sircilla,2018-11-01,November,840933,2018
Rajanna Sircilla,2016-11-01,November,864077,2016
Rajanna Sircilla,2017-11-01,November,1191129,2017
Rajanna Sircilla,2019-11-01,November,1259371,2019
Rajanna Sircilla,2018-10-01,October,506563,2018
Rajanna Sircilla,2016-10-01,October,534484,2016
Rajanna Sircilla,2019-10-01,October,646492,2019
Rajanna Sircilla,2017-10-01,October,845620,2017
Rajanna Sircilla,2016-09-01,September,0,2016
Rajanna Sircilla,2017-09-01,September,487060,2017
Rajanna Sircilla,2019-09-01,September,501293,2019
Rajanna Sircilla,2018-09-01,September,818693,2018
Ranga Reddy,2016-04-01,April,0,2016
Ranga Reddy,2017-04-01,April,0,2017
Ranga Reddy,2018-04-01,April,0,2018
Ranga Reddy,2019-04-01,April,0,2019
Ranga Reddy,2016-08-01,August,0,2016
Ranga Reddy,2017-08-01,August,0,2017
Ranga Reddy,2018-08-01,August,0,2018
Ranga Reddy,2019-08-01,August,0,2019
Ranga Reddy,2016-12-01,December,0,2016
Ranga Reddy,2017-12-01,December,0,2017
Ranga Reddy,2018-12-01,December,0,2018
Ranga Reddy,2019-12-01,December,0,2019
Ranga Reddy,2016-02-01,February,0,2016
Ranga Reddy,2017-02-01,February,0,2017
Ranga Reddy,2018-02-01,February,0,2018
Ranga Reddy,2019-02-01,February,0,2019
Ranga Reddy,2016-01-01,January,0,2016
Ranga Reddy,2017-01-01,January,0,2017
Ranga Reddy,2018-01-01,January,0,2018
Ranga Reddy,2019-01-01,January,0,2019
Ranga Reddy,2016-07-01,July,0,2016
Ranga Reddy,2017-07-01,July,0,2017
Ranga Reddy,2018-07-01,July,0,2018
Ranga Reddy,2019-07-01,July,0,2019
Ranga Reddy,2016-06-01,June,0,2016
Ranga Reddy,2017-06-01,June,0,2017
Ranga Reddy,2018-06-01,June,0,2018
Ranga Reddy,2019-06-01,June,0,2019
Ranga Reddy,2016-03-01,March,0,2016
Ranga Reddy,2017-03-01,March,0,2017
Ranga Reddy,2018-03-01,March,0,2018
Ranga Reddy,2019-03-01,March,0,2019
Ranga Reddy,2016-05-01,May,0,2016
Ranga Reddy,2017-05-01,May,0,2017
Ranga Reddy,2018-05-01,May,0,2018
Ranga Reddy,2019-05-01,May,0,2019
Ranga Reddy,2016-11-01,November,0,2016
Ranga Reddy,2017-11-01,November,0,2017
Ranga Reddy,2018-11-01,November,0,2018
Ranga Reddy,2019-11-01,November,0,2019
Ranga Reddy,2016-10-01,October,0,2016
Ranga Reddy,2017-10-01,October,0,2017
Ranga Reddy,2018-10-01,October,0,2018
Ranga Reddy,2019-10-01,October,0,2019
Ranga Reddy,2016-09-01,September,0,2016
Ranga Reddy,2017-09-01,September,0,2017
Ranga Reddy,2018-09-01,September,0,2018
Ranga Reddy,2019-09-01,September,0,2019
Sangareddy,2016-04-01,April,0,2016
Sangareddy,2018-04-01,April,162500,2018
Sangareddy,2019-04-01,April,205000,2019
Sangareddy,2017-04-01,April,215000,2017
Sangareddy,2016-08-01,August,0,2016
Sangareddy,2018-08-01,August,205000,2018
Sangareddy,2017-08-01,August,295000,2017
Sangareddy,2019-08-01,August,466150,2019
Sangareddy,2018-12-01,December,134000,2018
Sangareddy,2016-12-01,December,155000,2016
Sangareddy,2017-12-01,December,356950,2017
Sangareddy,2019-12-01,December,478470,2019
Sangareddy,2016-02-01,February,0,2016
Sangareddy,2017-02-01,February,140000,2017
Sangareddy,2019-02-01,February,148000,2019
Sangareddy,2018-02-01,February,540000,2018
Sangareddy,2016-01-01,January,0,2016
Sangareddy,2019-01-01,January,144000,2019
Sangareddy,2017-01-01,January,195000,2017
Sangareddy,2018-01-01,January,254000,2018
Sangareddy,2016-07-01,July,0,2016
Sangareddy,2018-07-01,July,108600,2018
Sangareddy,2017-07-01,July,195000,2017
Sangareddy,2019-07-01,July,467000,2019
Sangareddy,2016-06-01,June,0,2016
Sangareddy,2018-06-01,June,93500,2018
Sangareddy,2017-06-01,June,180000,2017
Sangareddy,2019-06-01,June,347000,2019
Sangareddy,2016-03-01,March,0,2016
Sangareddy,2018-03-01,March,158500,2018
Sangareddy,2017-03-01,March,275000,2017
Sangareddy,2019-03-01,March,747000,2019
Sangareddy,2016-05-01,May,0,2016
Sangareddy,2019-05-01,May,133000,2019
Sangareddy,2018-05-01,May,157000,2018
Sangareddy,2017-05-01,May,215000,2017
Sangareddy,2018-11-01,November,160000,2018
Sangareddy,2017-11-01,November,324500,2017
Sangareddy,2016-11-01,November,349000,2016
Sangareddy,2019-11-01,November,481720,2019
Sangareddy,2018-10-01,October,171800,2018
Sangareddy,2017-10-01,October,232000,2017
Sangareddy,2016-10-01,October,274000,2016
Sangareddy,2019-10-01,October,467470,2019
Sangareddy,2016-09-01,September,0,2016
Sangareddy,2018-09-01,September,125000,2018
Sangareddy,2017-09-01,September,200000,2017
Sangareddy,2019-09-01,September,468350,2019
Siddipet,2016-04-01,April,0,2016
Siddipet,2017-04-01,April,80500,2017
Siddipet,2018-04-01,April,115000,2018
Siddipet,2019-04-01,April,184412,2019
Siddipet,2016-08-01,August,0,2016
Siddipet,2017-08-01,August,97405,2017
Siddipet,2018-08-01,August,100000,2018
Siddipet,2019-08-01,August,190750,2019
Siddipet,2018-12-01,December,50000,2018
Siddipet,2016-12-01,December,80500,2016
Siddipet,2017-12-01,December,142612,2017
Siddipet,2019-12-01,December,217930,2019
Siddipet,2016-02-01,February,0,2016
Siddipet,2018-02-01,February,44000,2018
Siddipet,2017-02-01,February,80500,2017
Siddipet,2019-02-01,February,199549,2019
Siddipet,2016-01-01,January,0,2016
Siddipet,2017-01-01,January,80500,2017
Siddipet,2019-01-01,January,140793,2019
Siddipet,2018-01-01,January,253000,2018
Siddipet,2016-07-01,July,0,2016
Siddipet,2018-07-01,July,54000,2018
Siddipet,2017-07-01,July,88550,2017
Siddipet,2019-07-01,July,179320,2019
Siddipet,2016-06-01,June,0,2016
Siddipet,2017-06-01,June,60000,2017
Siddipet,2018-06-01,June,104300,2018
Siddipet,2019-06-01,June,1037000,2019
Siddipet,2016-03-01,March,0,2016
Siddipet,2017-03-01,March,80500,2017
Siddipet,2018-03-01,March,164800,2018
Siddipet,2019-03-01,March,204600,2019
Siddipet,2016-05-01,May,0,2016
Siddipet,2017-05-01,May,80500,2017
Siddipet,2019-05-01,May,110500,2019
Siddipet,2018-05-01,May,165200,2018
Siddipet,2017-11-01,November,129647,2017
Siddipet,2018-11-01,November,135000,2018
Siddipet,2016-11-01,November,154400,2016
Siddipet,2019-11-01,November,209130,2019
Siddipet,2018-10-01,October,43000,2018
Siddipet,2017-10-01,October,117861,2017
Siddipet,2016-10-01,October,123500,2016
Siddipet,2019-10-01,October,191330,2019
Siddipet,2016-09-01,September,0,2016
Siddipet,2018-09-01,September,55000,2018
